,image_name,label
0,cat.10953.jpg,0
1,cat.4956.jpg,0
2,dog.1237.jpg,1
3,dog.4740.jpg,1
4,dog.1622.jpg,1
5,cat.6850.jpg,0
6,cat.4806.jpg,0
7,dog.2230.jpg,1
8,cat.10471.jpg,0
9,cat.1354.jpg,0
10,cat.10281.jpg,0
11,cat.2855.jpg,0
12,cat.3636.jpg,0
13,cat.355.jpg,0
14,dog.9938.jpg,1
15,dog.12479.jpg,1
16,cat.4912.jpg,0
17,cat.9239.jpg,0
18,cat.2821.jpg,0
19,cat.4961.jpg,0
20,cat.10663.jpg,0
21,dog.1816.jpg,1
22,dog.2273.jpg,1
23,dog.10941.jpg,1
24,dog.8669.jpg,1
25,dog.9980.jpg,1
26,dog.4784.jpg,1
27,cat.7528.jpg,0
28,cat.1113.jpg,0
29,cat.7695.jpg,0
30,cat.658.jpg,0
31,cat.5420.jpg,0
32,cat.4964.jpg,0
33,cat.10852.jpg,0
34,dog.2275.jpg,1
35,dog.4128.jpg,1
36,cat.951.jpg,0
37,cat.10146.jpg,0
38,dog.617.jpg,1
39,cat.4356.jpg,0
40,dog.4193.jpg,1
41,cat.7386.jpg,0
42,cat.210.jpg,0
43,dog.11948.jpg,1
44,cat.5893.jpg,0
45,dog.128.jpg,1
46,dog.10639.jpg,1
47,cat.3076.jpg,0
48,cat.5437.jpg,0
49,cat.1606.jpg,0
50,cat.6589.jpg,0
51,dog.7880.jpg,1
52,cat.9566.jpg,0
53,cat.4067.jpg,0
54,cat.2784.jpg,0
55,cat.2909.jpg,0
56,dog.10142.jpg,1
57,cat.10179.jpg,0
58,cat.5913.jpg,0
59,dog.11354.jpg,1
60,cat.10098.jpg,0
61,cat.7919.jpg,0
62,dog.12311.jpg,1
63,dog.8952.jpg,1
64,cat.5188.jpg,0
65,cat.5786.jpg,0
66,cat.4451.jpg,0
67,dog.6890.jpg,1
68,cat.8580.jpg,0
69,dog.1159.jpg,1
70,dog.3696.jpg,1
71,dog.8385.jpg,1
72,cat.8784.jpg,0
73,dog.6114.jpg,1
74,dog.5129.jpg,1
75,dog.6532.jpg,1
76,dog.6856.jpg,1
77,dog.11730.jpg,1
78,cat.1041.jpg,0
79,cat.10539.jpg,0
80,cat.9883.jpg,0
81,dog.4520.jpg,1
82,dog.1429.jpg,1
83,dog.6898.jpg,1
84,dog.2664.jpg,1
85,dog.8600.jpg,1
86,dog.7482.jpg,1
87,dog.7851.jpg,1
88,cat.341.jpg,0
89,cat.5875.jpg,0
90,dog.4117.jpg,1
91,dog.4757.jpg,1
92,cat.3403.jpg,0
93,cat.6170.jpg,0
94,cat.2739.jpg,0
95,dog.7223.jpg,1
96,dog.9217.jpg,1
97,cat.7779.jpg,0
98,dog.2663.jpg,1
99,cat.7943.jpg,0
100,cat.1125.jpg,0
101,dog.5537.jpg,1
102,cat.994.jpg,0
103,dog.1635.jpg,1
104,dog.6725.jpg,1
105,cat.6822.jpg,0
106,cat.4943.jpg,0
107,dog.3196.jpg,1
108,cat.11780.jpg,0
109,cat.3585.jpg,0
110,dog.3471.jpg,1
111,dog.5523.jpg,1
112,dog.5775.jpg,1
113,dog.5516.jpg,1
114,cat.563.jpg,0
115,cat.2673.jpg,0
116,cat.6063.jpg,0
117,cat.8446.jpg,0
118,cat.12484.jpg,0
119,cat.5813.jpg,0
120,cat.2230.jpg,0
121,cat.7575.jpg,0
122,dog.4994.jpg,1
123,cat.9956.jpg,0
124,dog.6018.jpg,1
125,dog.9776.jpg,1
126,dog.8441.jpg,1
127,cat.8127.jpg,0
128,dog.10647.jpg,1
129,cat.2061.jpg,0
130,cat.3392.jpg,0
131,dog.4524.jpg,1
132,cat.5697.jpg,0
133,cat.2807.jpg,0
134,dog.3350.jpg,1
135,cat.8709.jpg,0
136,dog.4279.jpg,1
137,cat.3347.jpg,0
138,dog.2057.jpg,1
139,cat.8511.jpg,0
140,dog.5796.jpg,1
141,cat.5076.jpg,0
142,cat.11730.jpg,0
143,dog.437.jpg,1
144,cat.10497.jpg,0
145,cat.10178.jpg,0
146,dog.3307.jpg,1
147,dog.5278.jpg,1
148,dog.1032.jpg,1
149,cat.9451.jpg,0
150,dog.10544.jpg,1
151,dog.1143.jpg,1
152,cat.6396.jpg,0
153,dog.9543.jpg,1
154,dog.6071.jpg,1
155,cat.5364.jpg,0
156,dog.2655.jpg,1
157,cat.10709.jpg,0
158,cat.8856.jpg,0
159,cat.6211.jpg,0
160,dog.2990.jpg,1
161,dog.5323.jpg,1
162,dog.2816.jpg,1
163,cat.10314.jpg,0
164,cat.12325.jpg,0
165,dog.4195.jpg,1
166,dog.4275.jpg,1
167,dog.2468.jpg,1
168,cat.5563.jpg,0
169,dog.9120.jpg,1
170,cat.9039.jpg,0
171,cat.5733.jpg,0
172,dog.4312.jpg,1
173,dog.7264.jpg,1
174,cat.7373.jpg,0
175,dog.4232.jpg,1
176,dog.8190.jpg,1
177,dog.1244.jpg,1
178,dog.4528.jpg,1
179,cat.1999.jpg,0
180,dog.9973.jpg,1
181,cat.7818.jpg,0
182,dog.12316.jpg,1
183,cat.592.jpg,0
184,dog.3427.jpg,1
185,cat.7770.jpg,0
186,dog.8059.jpg,1
187,cat.4156.jpg,0
188,cat.2905.jpg,0
189,dog.12455.jpg,1
190,cat.10583.jpg,0
191,dog.10621.jpg,1
192,dog.3700.jpg,1
193,cat.107.jpg,0
194,cat.593.jpg,0
195,dog.10813.jpg,1
196,dog.1845.jpg,1
197,dog.8549.jpg,1
198,dog.9173.jpg,1
199,cat.4044.jpg,0
200,cat.3028.jpg,0
201,dog.7165.jpg,1
202,dog.8966.jpg,1
203,cat.559.jpg,0
204,cat.384.jpg,0
205,dog.8044.jpg,1
